area_use,area_supply,rooms,households,uuid,restrooms,space,management_fee_summer,area_supply_pyeong,floor_plan_url,management_fee_winter,management_fee_year,entrance,apartment_uuid
244.48,292.65,4,2,apartmenttype_143,4,292㎡,nan,88,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=26687&ptpId=4,nan,nan,계단식,apartment_1165010128
25.48,38.91,1,22,apartmenttype_144,1,38㎡,nan,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=1,nan,nan,계단식,apartment_1165010129
27.99,42.27,1,1,apartmenttype_145,1,42P1㎡,nan,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=2,nan,nan,계단식,apartment_1165010129
29.28,44.39,1,23,apartmenttype_146,1,44㎡,nan,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=3,nan,nan,계단식,apartment_1165010129
33.65,50.53,2,1,apartmenttype_147,1,50P2㎡,nan,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=4,nan,nan,계단식,apartment_1165010129
34.59,52.03,2,23,apartmenttype_148,1,52㎡,nan,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=5,nan,nan,계단식,apartment_1165010129
35.37,52.87,2,23,apartmenttype_149,1,52B㎡,nan,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=6,nan,nan,계단식,apartment_1165010129
35.53,53.02,2,23,apartmenttype_150,1,53A㎡,nan,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=7,nan,nan,계단식,apartment_1165010129
50.25,74.58,2,1,apartmenttype_151,2,74P3㎡,nan,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=8,nan,nan,계단식,apartment_1165010129
51.53,77.44,2,1,apartmenttype_152,2,77P4㎡,nan,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=113975&ptpId=9,nan,nan,계단식,apartment_1165010129
28.84,38.67,1,130,apartmenttype_153,1,38A㎡,177953.0,11,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=1,168200.0,168747.0,복도식,apartment_1165010130
29.6,39.69,1,234,apartmenttype_154,1,39B㎡,182643.0,12,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=2,172632.0,173194.0,복도식,apartment_1165010130
36.63,49.13,1,20,apartmenttype_155,1,49C㎡,226020.0,14,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=3,213633.0,214328.0,복도식,apartment_1165010130
37.67,50.51,1,28,apartmenttype_156,1,50D㎡,232438.0,15,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=19698&ptpId=4,219698.0,220413.0,복도식,apartment_1165010130
164.25,201.97,4,111,apartmenttype_157,2,201A㎡,457225.0,61,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8649&ptpId=1,437611.0,432542.0,계단식,apartment_1165010131
164.38,201.98,4,43,apartmenttype_158,2,201B㎡,457587.0,61,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8649&ptpId=2,437958.0,432884.0,계단식,apartment_1165010131
188.21,224.85,5,45,apartmenttype_159,2,224㎡,523923.0,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8649&ptpId=3,501448.0,495639.0,계단식,apartment_1165010131
164.96,185.43,4,71,apartmenttype_160,2,185㎡,nan,56,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8760&ptpId=1,nan,nan,계단식,apartment_1165010132
194.92,218.51,5,65,apartmenttype_161,2,218㎡,nan,66,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8760&ptpId=2,nan,nan,계단식,apartment_1165010132
75.49,94.56,3,2,apartmenttype_162,1,94㎡,nan,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=1,nan,nan,계단식,apartment_1165010133
84.9,106.71,3,15,apartmenttype_163,2,106B㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=3,nan,nan,계단식,apartment_1165010133
84.95,107.03,3,15,apartmenttype_164,2,107C㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=4,nan,nan,계단식,apartment_1165010133
84.96,106.08,3,64,apartmenttype_165,2,106A㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=2,nan,nan,계단식,apartment_1165010133
84.98,106.64,3,11,apartmenttype_166,2,106D㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=5,nan,nan,계단식,apartment_1165010133
97.64,121.76,3,14,apartmenttype_167,2,121㎡,nan,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=6,nan,nan,계단식,apartment_1165010133
114.65,143.07,4,24,apartmenttype_168,2,143㎡,nan,43,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13140&ptpId=7,nan,nan,계단식,apartment_1165010133
59.94,83.92,3,46,apartmenttype_169,1,83A㎡,184946.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=1,169108.0,172752.0,계단식,apartment_1165010134
59.97,85.42,3,55,apartmenttype_170,1,85B㎡,185039.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=2,169192.0,172839.0,계단식,apartment_1165010134
84.97,110.78,3,135,apartmenttype_171,2,110㎡,262177.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=3,239724.0,244891.0,계단식,apartment_1165010134
108.28,137.19,3,20,apartmenttype_172,2,137㎡,334101.0,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=5,305488.0,312072.0,계단식,apartment_1165010134
121.48,151.55,4,50,apartmenttype_173,2,151㎡,374830.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=6,342729.0,350116.0,계단식,apartment_1165010134
124.79,158.64,4,40,apartmenttype_174,2,158㎡,385043.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=7,352068.0,359656.0,계단식,apartment_1165010134
148.56,187.42,4,40,apartmenttype_175,2,187㎡,458386.0,56,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=8,419129.0,428163.0,계단식,apartment_1165010134
164.46,210.7,4,30,apartmenttype_176,2,210㎡,507446.0,63,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25778&ptpId=9,463988.0,473988.0,계단식,apartment_1165010134
51.35,65.64,1,10,apartmenttype_177,1,65A㎡,nan,19,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=1,nan,nan,계단식,apartment_1165010135
52.18,66.7,2,8,apartmenttype_178,1,66B㎡,nan,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=2,nan,nan,계단식,apartment_1165010135
55.47,70.91,2,2,apartmenttype_179,1,70㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=3,nan,nan,계단식,apartment_1165010135
56.22,71.87,2,8,apartmenttype_180,1,71A㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=4,nan,nan,계단식,apartment_1165010135
56.34,72.02,2,2,apartmenttype_181,1,72B㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=5,nan,nan,계단식,apartment_1165010135
56.97,72.83,2,8,apartmenttype_182,1,72C㎡,nan,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=6,nan,nan,계단식,apartment_1165010135
59.37,75.89,2,8,apartmenttype_183,1,75A㎡,nan,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=7,nan,nan,계단식,apartment_1165010135
60.12,76.85,2,30,apartmenttype_184,1,76B㎡,nan,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=8,nan,nan,계단식,apartment_1165010135
62.58,80.0,2,8,apartmenttype_185,1,80㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=9,nan,nan,계단식,apartment_1165010135
65.11,83.23,2,2,apartmenttype_186,1,83㎡,nan,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=10,nan,nan,계단식,apartment_1165010135
66.0,84.37,2,2,apartmenttype_187,1,84㎡,nan,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=11,nan,nan,계단식,apartment_1165010135
75.26,96.21,2,10,apartmenttype_188,2,96㎡,nan,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=12,nan,nan,계단식,apartment_1165010135
77.86,99.53,3,2,apartmenttype_189,2,99㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=13,nan,nan,계단식,apartment_1165010135
84.15,107.57,3,2,apartmenttype_190,2,107A㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=14,nan,nan,계단식,apartment_1165010135
84.45,107.96,3,4,apartmenttype_191,2,107C㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=18,nan,nan,계단식,apartment_1165010135
84.83,108.44,2,4,apartmenttype_192,2,108B㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=15,nan,nan,계단식,apartment_1165010135
84.96,108.61,3,2,apartmenttype_193,2,108B㎡,nan,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25849&ptpId=17,nan,nan,계단식,apartment_1165010135
84.85,106.41,3,13,apartmenttype_194,2,106A㎡,243553.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8498&ptpId=1,228967.0,229763.0,계단식,apartment_1165010136
84.94,105.93,3,103,apartmenttype_195,2,105B㎡,243812.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8498&ptpId=2,229210.0,230007.0,계단식,apartment_1165010136
124.67,156.43,4,45,apartmenttype_196,2,156㎡,357853.0,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8498&ptpId=3,336420.0,337590.0,계단식,apartment_1165010136
59.9,80.58,3,3,apartmenttype_197,2,80C㎡,223387.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=2,254604.0,223694.0,계단식,apartment_1165010138
59.97,80.75,3,31,apartmenttype_198,2,80B㎡,223657.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=3,254912.0,223965.0,계단식,apartment_1165010138
59.99,80.56,3,58,apartmenttype_199,2,80A㎡,223718.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=1,254981.0,224026.0,계단식,apartment_1165010138
84.91,109.43,3,54,apartmenttype_200,2,109B㎡,316651.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=6,360900.0,317086.0,계단식,apartment_1165010138
84.93,108.8,3,110,apartmenttype_201,2,108A㎡,316737.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=5,360998.0,317172.0,계단식,apartment_1165010138
126.62,156.58,4,31,apartmenttype_202,3,156A㎡,472178.0,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=115037&ptpId=8,538161.0,472828.0,계단식,apartment_1165010138
102.65,109.43,3,72,apartmenttype_203,1,109㎡,244740.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=14,374508.0,289477.0,계단식,apartment_1165010139
103.97,110.75,3,6,apartmenttype_204,1,110E㎡,247887.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=8,379324.0,293199.0,복도식,apartment_1165010139
105.85,111.72,3,1,apartmenttype_205,1,111B㎡,252369.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=5,386183.0,298501.0,복도식,apartment_1165010139
105.86,111.74,3,142,apartmenttype_206,1,111A㎡,252394.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=1,386220.0,298529.0,복도식,apartment_1165010139
106.41,112.29,3,10,apartmenttype_207,1,112C㎡,253705.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=6,388227.0,300080.0,복도식,apartment_1165010139
106.42,112.3,3,1,apartmenttype_208,1,112F㎡,253729.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=9,388263.0,300108.0,복도식,apartment_1165010139
106.96,112.84,3,11,apartmenttype_209,1,112D㎡,255016.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=7,390233.0,301631.0,복도식,apartment_1165010139
139.74,149.0,4,120,apartmenttype_210,2,149㎡,333171.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=2,509828.0,394072.0,계단식,apartment_1165010139
167.01,179.84,5,36,apartmenttype_211,2,179B㎡,398189.0,54,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=10,609319.0,470974.0,계단식,apartment_1165010139
167.04,179.83,5,13,apartmenttype_212,2,179A㎡,398260.0,54,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=3,609429.0,471059.0,계단식,apartment_1165010139
167.08,179.84,5,3,apartmenttype_213,2,179C㎡,398355.0,54,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=15,609575.0,471171.0,계단식,apartment_1165010139
175.04,199.3,6,58,apartmenttype_214,2,199B㎡,417334.0,60,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=11,638616.0,493619.0,계단식,apartment_1165010139
175.08,199.31,6,5,apartmenttype_215,2,199A㎡,417429.0,60,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=4,638762.0,493732.0,계단식,apartment_1165010139
175.11,199.28,6,1,apartmenttype_216,2,199D㎡,417501.0,60,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=13,638872.0,493816.0,계단식,apartment_1165010139
175.14,199.34,6,14,apartmenttype_217,2,199㎡,417572.0,60,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=469&ptpId=12,638981.0,493901.0,계단식,apartment_1165010139
54.99,72.91,3,19,apartmenttype_218,2,72㎡,nan,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=10,nan,nan,계단식,apartment_1165010140
59.74,79.29,3,15,apartmenttype_219,2,79B㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=2,nan,nan,계단식,apartment_1165010140
59.96,78.43,3,67,apartmenttype_220,2,78A㎡,nan,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=1,nan,nan,계단식,apartment_1165010140
74.59,97.3,3,58,apartmenttype_221,2,97A㎡,nan,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=3,nan,nan,계단식,apartment_1165010140
74.99,97.55,3,19,apartmenttype_222,2,97B㎡,nan,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=4,nan,nan,계단식,apartment_1165010140
84.93,111.35,3,37,apartmenttype_223,2,111C㎡,nan,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=7,nan,nan,계단식,apartment_1165010140
84.97,110.8,3,279,apartmenttype_224,2,110A㎡,nan,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=5,nan,nan,계단식,apartment_1165010140
112.96,145.21,4,56,apartmenttype_225,2,145㎡,nan,44,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=9,nan,nan,계단식,apartment_1165010140
117.94,153.52,3,3,apartmenttype_226,2,153㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=12,nan,nan,계단식,apartment_1165010140
122.92,156.97,4,74,apartmenttype_227,2,156㎡,nan,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=11,nan,nan,계단식,apartment_1165010140
133.87,170.8,4,18,apartmenttype_228,2,170㎡,nan,51,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125757&ptpId=8,nan,nan,계단식,apartment_1165010140
73.15,89.42,3,284,apartmenttype_229,1,89㎡,nan,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=1,nan,nan,계단식,apartment_1165010201
84.58,100.98,3,317,apartmenttype_230,2,100㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=2,nan,nan,계단식,apartment_1165010201
84.88,101.38,3,180,apartmenttype_231,2,101N㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=4,nan,nan,계단식,apartment_1165010201
84.91,101.31,3,13,apartmenttype_232,2,101S㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=504&ptpId=5,nan,nan,계단식,apartment_1165010201
84.69,102.54,3,150,apartmenttype_233,2,102㎡,234158.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=505&ptpId=1,227706.0,225731.0,계단식,apartment_1165010202
32.08,43.79,1,53,apartmenttype_234,1,43㎡,130061.0,13,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=1,131448.0,127733.0,복도식,apartment_1165010203
35.91,48.94,1,28,apartmenttype_235,1,48㎡,145589.0,14,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=2,147141.0,142982.0,복도식,apartment_1165010203
39.1,53.16,1,87,apartmenttype_236,1,53㎡,158522.0,16,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=3,160212.0,155684.0,복도식,apartment_1165010203
55.96,75.39,2,4,apartmenttype_237,1,75㎡,226877.0,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=4,229296.0,222815.0,복도식,apartment_1165010203
58.21,78.38,2,3,apartmenttype_238,1,78㎡,235999.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8287&ptpId=5,238515.0,231774.0,복도식,apartment_1165010203
130.89,155.59,4,412,apartmenttype_239,2,155㎡,342150.0,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=507&ptpId=1,554264.0,427095.0,계단식,apartment_1165010301
77.14,96.98,3,198,apartmenttype_240,1,96㎡,216341.0,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=508&ptpId=1,205419.0,205733.0,계단식,apartment_1165010302
84.96,105.47,3,132,apartmenttype_241,2,105㎡,238272.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=508&ptpId=2,226243.0,226589.0,계단식,apartment_1165010302
59.98,78.93,3,252,apartmenttype_242,1,78㎡,nan,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=510&ptpId=1,nan,nan,계단식,apartment_1165010303
52.47,73.06,2,300,apartmenttype_243,1,73㎡,155331.0,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=509&ptpId=1,151215.0,150335.0,복도식,apartment_1165010304
84.73,112.1,3,21,apartmenttype_244,2,112F㎡,241322.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=2,222571.0,225092.0,계단식,apartment_1165010305
84.78,110.25,3,10,apartmenttype_245,2,110A㎡,241464.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=1,222703.0,225225.0,계단식,apartment_1165010305
84.82,110.84,3,35,apartmenttype_246,2,110E㎡,241578.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=3,222808.0,225331.0,계단식,apartment_1165010305
114.71,148.68,4,24,apartmenttype_247,2,148C㎡,326709.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=106011&ptpId=4,301324.0,304737.0,계단식,apartment_1165010305
59.99,78.72,3,13,apartmenttype_248,2,78A㎡,nan,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103950&ptpId=1,nan,nan,계단식,apartment_1165010306
84.73,112.2,3,12,apartmenttype_249,2,112F㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103950&ptpId=3,nan,nan,계단식,apartment_1165010306
84.82,110.93,3,12,apartmenttype_250,2,110E㎡,nan,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103950&ptpId=2,nan,nan,계단식,apartment_1165010306
84.61,113.55,3,64,apartmenttype_251,2,113B㎡,179633.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=2,169605.0,166827.0,계단식,apartment_1165010307
84.77,112.57,3,48,apartmenttype_252,2,112A㎡,179972.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=1,169926.0,167143.0,계단식,apartment_1165010307
84.84,112.06,3,134,apartmenttype_253,2,112C㎡,180121.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=3,170066.0,167281.0,계단식,apartment_1165010307
114.79,151.95,4,152,apartmenttype_254,2,151F㎡,243707.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105171&ptpId=4,230103.0,226334.0,계단식,apartment_1165010307
84.61,117.32,3,84,apartmenttype_255,2,117B㎡,209057.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=2,193646.0,194437.0,계단식,apartment_1165010308
84.77,116.35,3,54,apartmenttype_256,2,116A㎡,209452.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=1,194012.0,194804.0,계단식,apartment_1165010308
84.84,115.84,3,36,apartmenttype_257,2,115C㎡,209625.0,35,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=3,194172.0,194965.0,계단식,apartment_1165010308
114.93,163.44,4,3,apartmenttype_258,2,163D㎡,283972.0,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103238&ptpId=4,263039.0,264113.0,계단식,apartment_1165010308
59.99,85.73,3,64,apartmenttype_259,2,85A㎡,199330.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103239&ptpId=1,196495.0,195732.0,계단식,apartment_1165010309
84.77,120.25,3,32,apartmenttype_260,2,120A㎡,281668.0,36,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=103239&ptpId=2,277661.0,276584.0,계단식,apartment_1165010309
