area_use,area_supply,space,rooms,restrooms,entrance,management_fee_year,management_fee_summer,management_fee_winter,floor_plan_url,households,area_supply_pyeong,uuid,apartment_uuid
109.29,131.09,131㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=4,1,39,apartmenttype_1021,apartment_1165010841
116.72,142.62,142A㎡,4,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=5,1,43,apartmenttype_1022,apartment_1165010841
117.87,143.28,143B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=7,3,43,apartmenttype_1023,apartment_1165010841
123.75,150.85,150B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=8,10,45,apartmenttype_1024,apartment_1165010841
125.79,151.21,151A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=6,80,45,apartmenttype_1025,apartment_1165010841
126.52,152.02,152C㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13440&ptpId=9,7,46,apartmenttype_1026,apartment_1165010841
18.34,32.22,32A㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=1,19,9,apartmenttype_1027,apartment_1165010842
19.27,34.34,34B㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=2,6,10,apartmenttype_1028,apartment_1165010842
20.66,35.73,35A㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=3,30,10,apartmenttype_1029,apartment_1165010842
21.01,37.19,37B㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=6,1,11,apartmenttype_1030,apartment_1165010842
21.19,36.96,36C㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=4,6,11,apartmenttype_1031,apartment_1165010842
21.49,37.36,37D㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=5,4,11,apartmenttype_1032,apartment_1165010842
26.04,44.65,44㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=8,6,13,apartmenttype_1033,apartment_1165010842
26.11,43.14,43㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=7,6,13,apartmenttype_1034,apartment_1165010842
31.62,54.23,54㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=9,6,16,apartmenttype_1035,apartment_1165010842
32.1,54.58,54A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=10,16,16,apartmenttype_1036,apartment_1165010842
32.58,54.58,54B㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=122579&ptpId=11,2,16,apartmenttype_1037,apartment_1165010842
84.89,108.06,108B㎡,3,2,계단식,281320.0,238689.0,378378.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=2,16,32,apartmenttype_1038,apartment_1165010843
84.97,108.16,108A㎡,3,2,계단식,281585.0,238914.0,378735.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=1,123,32,apartmenttype_1039,apartment_1165010843
121.66,154.86,154㎡,4,2,계단식,403174.0,342077.0,542272.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=3,128,46,apartmenttype_1040,apartment_1165010843
150.25,191.27,191㎡,4,2,계단식,497920.0,422465.0,669706.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3407&ptpId=4,32,57,apartmenttype_1041,apartment_1165010843
71.1,92.08,92㎡,3,1,복도식,289604.0,264936.0,336901.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=485&ptpId=1,64,27,apartmenttype_1042,apartment_1165010844
84.96,103.18,103㎡,3,2,계단식,346058.0,316581.0,402575.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=485&ptpId=2,102,31,apartmenttype_1043,apartment_1165010844
53.01,72.72,72㎡,2,1,복도식,185633.0,170640.0,220181.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=1,60,22,apartmenttype_1044,apartment_1165010845
54.45,75.02,75A㎡,2,1,복도식,190675.0,175275.0,226163.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=2,45,22,apartmenttype_1045,apartment_1165010845
59.4,77.01,77B㎡,3,1,계단식,208009.0,191209.0,246723.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=3,15,23,apartmenttype_1046,apartment_1165010845
63.45,87.41,87㎡,2,1,복도식,222192.0,204246.0,263545.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=4,8,26,apartmenttype_1047,apartment_1165010845
84.69,110.23,110C㎡,3,2,계단식,296571.0,272618.0,351767.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=7,16,33,apartmenttype_1048,apartment_1165010845
84.78,110.36,110A㎡,3,2,계단식,296886.0,272908.0,352141.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=5,64,33,apartmenttype_1049,apartment_1165010845
84.81,110.42,110B㎡,3,2,계단식,296991.0,273004.0,352265.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=6,16,33,apartmenttype_1050,apartment_1165010845
84.99,110.64,110D㎡,3,2,계단식,297621.0,273583.0,353013.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=8,1,33,apartmenttype_1051,apartment_1165010845
114.84,144.29,144㎡,4,2,계단식,402151.0,369671.0,476998.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3010&ptpId=9,74,43,apartmenttype_1052,apartment_1165010845
25.98,33.21,33㎡,1,1,복도식,96779.0,103233.0,95354.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=1,1,10,apartmenttype_1053,apartment_1165010846
29.76,38.04,38A㎡,1,1,복도식,110860.0,118253.0,109228.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=2,6,11,apartmenttype_1054,apartment_1165010846
30.66,39.19,39B㎡,1,1,복도식,114213.0,121830.0,112531.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=20,2,11,apartmenttype_1055,apartment_1165010846
31.86,40.72,40A㎡,1,1,복도식,118683.0,126598.0,116936.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=21,1,12,apartmenttype_1056,apartment_1165010846
32.74,41.85,41B㎡,1,1,복도식,121961.0,130095.0,120166.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=3,7,12,apartmenttype_1057,apartment_1165010846
33.54,42.88,42C㎡,1,1,복도식,124941.0,133273.0,123102.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=4,15,12,apartmenttype_1058,apartment_1165010846
34.02,43.48,43A㎡,1,1,복도식,126729.0,135181.0,124864.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=22,1,13,apartmenttype_1059,apartment_1165010846
35.02,44.76,44B㎡,1,1,복도식,130455.0,139155.0,128534.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=23,2,13,apartmenttype_1060,apartment_1165010846
36.46,46.61,46A㎡,1,1,복도식,135819.0,144876.0,133819.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=24,2,14,apartmenttype_1061,apartment_1165010846
36.48,46.63,46B㎡,1,1,복도식,135893.0,144956.0,133893.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=5,7,14,apartmenttype_1062,apartment_1165010846
39.9,51.0,51A㎡,1,1,복도식,148633.0,158545.0,146445.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=6,1,15,apartmenttype_1063,apartment_1165010846
40.26,51.46,51B㎡,1,1,복도식,149974.0,159976.0,147766.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=7,20,15,apartmenttype_1064,apartment_1165010846
41.7,53.3,53A㎡,1,1,복도식,155339.0,165698.0,153052.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=25,1,16,apartmenttype_1065,apartment_1165010846
41.94,53.61,53B㎡,1,1,복도식,156233.0,166652.0,153932.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=26,6,16,apartmenttype_1066,apartment_1165010846
42.16,53.89,53C㎡,1,1,복도식,157052.0,167526.0,154740.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=27,2,16,apartmenttype_1067,apartment_1165010846
42.21,53.97,53D㎡,1,1,복도식,157238.0,167724.0,154924.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=28,4,16,apartmenttype_1068,apartment_1165010846
45.1,57.66,57A㎡,1,1,복도식,168004.0,179208.0,165531.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=8,2,17,apartmenttype_1069,apartment_1165010846
45.72,58.44,58B㎡,1,1,복도식,170314.0,181671.0,167806.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=9,28,17,apartmenttype_1070,apartment_1165010846
48.2,61.62,61A㎡,1,1,복도식,179552.0,191526.0,176909.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=10,2,18,apartmenttype_1071,apartment_1165010846
48.96,62.58,62B㎡,1,1,복도식,182383.0,194546.0,179698.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=11,12,18,apartmenttype_1072,apartment_1165010846
49.79,63.64,63A㎡,1,1,복도식,185475.0,197844.0,182744.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=29,8,19,apartmenttype_1073,apartment_1165010846
49.92,63.82,63B㎡,1,1,복도식,185959.0,198361.0,183221.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=30,150,19,apartmenttype_1074,apartment_1165010846
52.68,67.35,67㎡,1,1,복도식,196241.0,209328.0,193352.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=12,2,20,apartmenttype_1075,apartment_1165010846
55.32,70.72,70A㎡,2,1,복도식,206075.0,219818.0,203041.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=13,1,21,apartmenttype_1076,apartment_1165010846
56.43,72.15,72B㎡,2,1,복도식,210210.0,224228.0,207115.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=14,1,21,apartmenttype_1077,apartment_1165010846
56.46,72.17,72C㎡,2,1,복도식,210322.0,224348.0,207225.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=31,2,21,apartmenttype_1078,apartment_1165010846
60.24,77.01,77A㎡,2,1,복도식,224403.0,239368.0,221099.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=15,2,23,apartmenttype_1079,apartment_1165010846
60.67,77.55,77B㎡,2,1,복도식,226005.0,241076.0,222677.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=16,1,23,apartmenttype_1080,apartment_1165010846
67.14,85.83,85㎡,1,1,복도식,250106.0,266785.0,246424.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=17,1,26,apartmenttype_1081,apartment_1165010846
68.73,87.86,87㎡,2,1,복도식,256029.0,273103.0,252260.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=18,2,26,apartmenttype_1082,apartment_1165010846
78.58,100.47,100㎡,2,1,복도식,292722.0,312243.0,288412.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9059&ptpId=19,1,30,apartmenttype_1083,apartment_1165010846
21.05,28.03,28B5㎡,1,1,복도식,86017.0,89434.0,85727.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=18,1,8,apartmenttype_1084,apartment_1165010847
21.9,29.16,29B12㎡,1,1,복도식,89468.0,93022.0,89167.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=19,1,8,apartmenttype_1085,apartment_1165010847
22.65,30.17,30B14㎡,1,1,복도식,92561.0,96238.0,92249.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=20,1,9,apartmenttype_1086,apartment_1165010847
26.94,35.88,35B6㎡,1,1,복도식,110077.0,114450.0,109706.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=1,7,10,apartmenttype_1087,apartment_1165010847
28.54,38.01,38B10㎡,1,1,복도식,116621.0,121254.0,116228.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=2,1,11,apartmenttype_1088,apartment_1165010847
29.84,39.73,39B15㎡,1,1,복도식,121899.0,126742.0,121488.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=3,1,12,apartmenttype_1089,apartment_1165010847
32.35,43.08,43B13㎡,1,1,복도식,132168.0,137419.0,131723.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=4,1,13,apartmenttype_1090,apartment_1165010847
32.64,43.47,43B3㎡,1,1,복도식,133361.0,138659.0,132911.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=5,8,13,apartmenttype_1091,apartment_1165010847
33.49,44.59,44B7㎡,1,1,복도식,136813.0,142248.0,136352.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=8,1,13,apartmenttype_1092,apartment_1165010847
34.43,45.9,45B11㎡,1,1,복도식,140682.0,146270.0,140207.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=7,3,13,apartmenttype_1093,apartment_1165010847
35.3,47.01,47A1㎡,1,1,복도식,144227.0,149957.0,143741.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=6,84,14,apartmenttype_1094,apartment_1165010847
37.77,50.3,50B1㎡,1,1,복도식,154317.0,160447.0,153797.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=10,56,15,apartmenttype_1095,apartment_1165010847
45.08,60.02,60B4㎡,2,1,복도식,184158.0,191473.0,183536.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=12,1,18,apartmenttype_1096,apartment_1165010847
45.33,60.37,60B8㎡,2,1,복도식,185208.0,192565.0,184583.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=13,4,18,apartmenttype_1097,apartment_1165010847
45.69,60.84,60A2㎡,1,1,복도식,186650.0,194064.0,186020.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=11,12,18,apartmenttype_1098,apartment_1165010847
50.21,66.85,66B2㎡,1,1,복도식,205113.0,213261.0,204422.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=14,7,20,apartmenttype_1099,apartment_1165010847
59.71,79.51,79B16㎡,2,1,복도식,243941.0,253631.0,243118.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=15,1,24,apartmenttype_1100,apartment_1165010847
59.92,79.78,79C1㎡,2,1,복도식,244774.0,254498.0,243949.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=16,12,24,apartmenttype_1101,apartment_1165010847
65.08,86.66,86A3㎡,2,1,복도식,265881.0,276443.0,264984.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=13290&ptpId=17,12,26,apartmenttype_1102,apartment_1165010847
84.97,111.05,111A㎡,3,2,계단식,316678.0,311877.0,357483.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=104694&ptpId=1,105,33,apartmenttype_1103,apartment_1165010848
119.13,152.89,152C㎡,3,2,계단식,443991.0,437259.0,501200.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=104694&ptpId=3,52,46,apartmenttype_1104,apartment_1165010848
149.45,187.11,187D㎡,3,2,계단식,556992.0,548547.0,628762.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=104694&ptpId=4,56,56,apartmenttype_1105,apartment_1165010848
84.95,112.73,112B㎡,3,2,계단식,269863.0,265730.0,320095.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=2,234,34,apartmenttype_1106,apartment_1165010849
84.97,113.66,113A㎡,3,2,계단식,269927.0,265792.0,320170.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=1,108,34,apartmenttype_1107,apartment_1165010849
96.87,129.54,129㎡,3,2,계단식,307730.0,303017.0,365009.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=3,84,39,apartmenttype_1108,apartment_1165010849
111.32,146.45,146A㎡,4,2,계단식,353634.0,348217.0,419458.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=4,418,44,apartmenttype_1109,apartment_1165010849
111.92,146.93,146B㎡,4,2,계단식,355540.0,350094.0,421718.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=5,54,44,apartmenttype_1110,apartment_1165010849
126.31,165.5,165A㎡,4,2,계단식,401253.0,395107.0,475941.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=6,177,50,apartmenttype_1111,apartment_1165010849
127.66,167.09,167B㎡,4,2,계단식,405542.0,399330.0,481027.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1285&ptpId=7,54,50,apartmenttype_1112,apartment_1165010849
52.36,67.04,67B㎡,1,1,복도식,219452.0,219412.0,253308.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=2,10,20,apartmenttype_1113,apartment_1165010850
55.17,70.63,70㎡,1,1,계단식,231230.0,231187.0,266902.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=3,1,21,apartmenttype_1114,apartment_1165010850
64.26,79.07,79㎡,3,1,복도식,269328.0,269278.0,310878.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=4,14,23,apartmenttype_1115,apartment_1165010850
67.83,83.45,83㎡,2,1,복도식,284290.0,284238.0,328149.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=5,1,25,apartmenttype_1116,apartment_1165010850
84.33,103.75,103㎡,3,2,복도식,353446.0,353381.0,407973.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=6,1,31,apartmenttype_1117,apartment_1165010850
84.78,104.3,104B㎡,3,2,복도식,355331.0,355267.0,410150.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=7,1,31,apartmenttype_1118,apartment_1165010850
84.95,108.77,108B㎡,3,2,복합식,356044.0,355979.0,410973.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=10,10,32,apartmenttype_1119,apartment_1165010850
84.96,104.52,104C㎡,3,2,복합식,356086.0,356021.0,411021.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=11,25,31,apartmenttype_1120,apartment_1165010850
84.98,108.8,108A㎡,3,2,복합식,356170.0,356105.0,411118.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=12,1,32,apartmenttype_1121,apartment_1165010850
84.99,107.25,107A㎡,3,2,복합식,356212.0,356147.0,411166.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=9,17,32,apartmenttype_1122,apartment_1165010850
105.75,133.44,133㎡,3,2,계단식,443222.0,443140.0,511599.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=13,1,40,apartmenttype_1123,apartment_1165010850
116.49,147.0,147㎡,4,2,계단식,488235.0,488146.0,563557.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=14,16,44,apartmenttype_1124,apartment_1165010850
140.03,172.27,172㎡,4,2,복합식,586897.0,586789.0,677440.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3013&ptpId=15,53,52,apartmenttype_1125,apartment_1165010850
79.47,107.48,107㎡,3,1,복도식,265725.0,247202.0,314017.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=1,1050,32,apartmenttype_1126,apartment_1165010851
130.23,151.0,151㎡,4,2,계단식,435452.0,405098.0,514589.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=3,186,45,apartmenttype_1127,apartment_1165010851
130.73,154.33,154㎡,4,2,계단식,437124.0,406654.0,516565.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=2,540,46,apartmenttype_1128,apartment_1165010851
163.81,185.91,185㎡,5,2,계단식,547734.0,509553.0,647277.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=4,240,56,apartmenttype_1129,apartment_1165010851
165.36,192.9,192㎡,5,2,계단식,552917.0,514375.0,653401.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=6,44,58,apartmenttype_1130,apartment_1165010851
165.92,189.05,189㎡,5,2,계단식,554789.0,516117.0,655614.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=481&ptpId=5,330,57,apartmenttype_1131,apartment_1165010851
101.81,128.37,128㎡,2,2,복합식,461724.0,501451.0,485290.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=1,6,38,apartmenttype_1132,apartment_1165010852
123.4,155.6,155㎡,2,2,복합식,559638.0,607790.0,588201.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=2,10,47,apartmenttype_1133,apartment_1165010852
134.97,170.18,170㎡,3,2,복합식,612110.0,664776.0,643351.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=3,20,51,apartmenttype_1134,apartment_1165010852
137.98,173.98,173A㎡,3,2,복합식,625761.0,679602.0,657698.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=4,37,52,apartmenttype_1135,apartment_1165010852
138.96,175.21,175B㎡,3,2,복합식,630205.0,684429.0,662369.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=5,114,53,apartmenttype_1136,apartment_1165010852
149.08,187.98,187A㎡,3,2,복합식,676101.0,734273.0,710608.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=6,34,56,apartmenttype_1137,apartment_1165010852
149.17,188.09,188B㎡,3,2,복합식,676509.0,734717.0,711037.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=7,72,56,apartmenttype_1138,apartment_1165010852
149.84,188.94,188C㎡,3,2,복합식,679548.0,738017.0,714230.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=8,29,57,apartmenttype_1139,apartment_1165010852
151.61,191.17,191A㎡,3,2,복합식,687575.0,746734.0,722667.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=9,29,57,apartmenttype_1140,apartment_1165010852
152.33,192.08,192B㎡,3,2,복합식,690840.0,750281.0,726099.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=11,41,58,apartmenttype_1141,apartment_1165010852
161.94,204.2,204㎡,4,2,복합식,734423.0,797613.0,771906.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=12,26,61,apartmenttype_1142,apartment_1165010852
164.21,207.05,207B㎡,4,2,복합식,744718.0,808794.0,782727.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=13,44,62,apartmenttype_1143,apartment_1165010852
165.27,208.39,208A㎡,4,2,복합식,749525.0,814015.0,787779.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=14,26,63,apartmenttype_1144,apartment_1165010852
172.28,217.22,217A㎡,4,2,복합식,781317.0,848542.0,821193.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=15,8,65,apartmenttype_1145,apartment_1165010852
172.94,218.06,218B㎡,4,2,복합식,784310.0,851792.0,824339.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=16,4,66,apartmenttype_1146,apartment_1165010852
174.78,220.39,220㎡,3,2,복합식,792654.0,860855.0,833109.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=17,72,66,apartmenttype_1147,apartment_1165010852
177.15,223.36,223㎡,3,2,복합식,803403.0,872528.0,844406.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=18,43,67,apartmenttype_1148,apartment_1165010852
200.18,252.41,252㎡,4,2,복합식,907847.0,985959.0,954182.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=19,4,76,apartmenttype_1149,apartment_1165010852
205.07,258.57,258㎡,3,3,복합식,930024.0,1010044.0,977491.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=20,71,78,apartmenttype_1150,apartment_1165010852
207.1,261.13,261㎡,4,2,복합식,939231.0,1020043.0,987167.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=21,8,79,apartmenttype_1151,apartment_1165010852
220.55,278.09,278㎡,3,3,복합식,1000229.0,1086289.0,1051278.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=22,45,84,apartmenttype_1152,apartment_1165010852
238.62,300.88,300㎡,3,3,복합식,1082179.0,1175291.0,1137411.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=23,7,91,apartmenttype_1153,apartment_1165010852
242.26,305.47,305㎡,3,3,복합식,1098686.0,1193219.0,1154761.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3104&ptpId=24,7,92,apartmenttype_1154,apartment_1165010852
59.9,81.47,81A㎡,3,2,계단식,108855.0,108019.0,125739.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=1,62,24,apartmenttype_1155,apartment_1165010853
59.93,82.34,82B㎡,3,2,계단식,108910.0,108073.0,125802.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=2,4,24,apartmenttype_1156,apartment_1165010853
84.68,113.35,113B㎡,3,2,계단식,153888.0,152705.0,177756.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=4,23,34,apartmenttype_1157,apartment_1165010853
84.93,113.74,113C㎡,3,2,계단식,154342.0,153156.0,178281.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=5,22,34,apartmenttype_1158,apartment_1165010853
84.94,114.1,114D㎡,3,2,계단식,154360.0,153174.0,178302.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=6,6,34,apartmenttype_1159,apartment_1165010853
84.97,113.88,113A㎡,3,2,계단식,154415.0,153229.0,178365.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=3,126,34,apartmenttype_1160,apartment_1165010853
110.32,141.8,141㎡,4,2,계단식,200482.0,198942.0,231578.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=14,80,42,apartmenttype_1161,apartment_1165010853
131.16,167.18,167㎡,4,2,계단식,238355.0,236524.0,275325.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101344&ptpId=7,40,50,apartmenttype_1162,apartment_1165010853
