area_use,area_supply,space,rooms,restrooms,entrance,management_fee_year,management_fee_summer,management_fee_winter,floor_plan_url,households,area_supply_pyeong,uuid,apartment_uuid
74.3,106.0,106A㎡,3,2,계단식,254718.0,231105.0,314273.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=12,2,32,apartmenttype_451,apartment_1165010640
84.93,106.91,106B㎡,3,2,계단식,291160.0,264169.0,359236.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=13,84,32,apartmenttype_452,apartment_1165010640
92.04,115.87,115㎡,3,2,계단식,315535.0,286284.0,389310.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=3,6,35,apartmenttype_453,apartment_1165010640
96.72,121.76,121㎡,3,2,계단식,331579.0,300841.0,409105.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=4,6,36,apartmenttype_454,apartment_1165010640
104.1,131.05,131㎡,4,2,계단식,356879.0,323796.0,440322.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=5,6,39,apartmenttype_455,apartment_1165010640
131.04,158.42,158A㎡,4,2,계단식,449236.0,407591.0,554272.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=7,2,48,apartmenttype_456,apartment_1165010640
131.87,159.43,159B㎡,4,2,계단식,452081.0,410173.0,557783.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=8,2,48,apartmenttype_457,apartment_1165010640
131.88,159.44,159C㎡,4,2,계단식,452116.0,410204.0,557825.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=6,30,48,apartmenttype_458,apartment_1165010640
131.99,159.58,159D㎡,4,2,계단식,452493.0,410546.0,558290.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=540&ptpId=9,2,48,apartmenttype_459,apartment_1165010640
23.7,34.79,34㎡,1,1,복도식,85558.0,88317.0,84128.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=1,39,10,apartmenttype_460,apartment_1165010641
30.18,44.28,44B㎡,1,1,복도식,108951.0,112465.0,107131.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=3,52,13,apartmenttype_461,apartment_1165010641
30.9,45.35,45A㎡,1,1,복도식,111551.0,115148.0,109687.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=2,28,13,apartmenttype_462,apartment_1165010641
34.23,50.25,50㎡,2,1,복도식,123572.0,127557.0,121507.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=4,13,15,apartmenttype_463,apartment_1165010641
37.38,54.89,54A㎡,2,1,복도식,134944.0,139295.0,132689.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=5,27,16,apartmenttype_464,apartment_1165010641
37.58,55.09,55B㎡,2,1,복도식,135666.0,140041.0,133399.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=8219&ptpId=6,1,16,apartmenttype_465,apartment_1165010641
59.93,83.33,83㎡,3,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1170&ptpId=1,62,25,apartmenttype_466,apartment_1165010642
75.44,104.9,104㎡,3,2,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=1170&ptpId=2,64,31,apartmenttype_467,apartment_1165010642
68.91,74.18,74㎡,2,1,복도식,222735.0,199508.0,270193.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=1,336,22,apartmenttype_468,apartment_1165010643
79.42,85.52,85㎡,3,1,복도식,256706.0,229937.0,311403.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=2,288,25,apartmenttype_469,apartment_1165010643
92.2,99.13,99㎡,3,1,복도식,298014.0,266937.0,361513.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=3,192,30,apartmenttype_470,apartment_1165010643
93.71,100.92,100㎡,3,1,복도식,302895.0,271309.0,367433.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=7,144,30,apartmenttype_471,apartment_1165010643
107.31,115.58,115㎡,4,1,복도식,346854.0,310684.0,420758.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=4,360,35,apartmenttype_472,apartment_1165010643
135.97,146.49,146㎡,4,2,계단식,439490.0,393660.0,533133.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=8,60,44,apartmenttype_473,apartment_1165010643
137.66,147.5,147㎡,4,2,복도식,444952.0,398553.0,539760.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=5,96,44,apartmenttype_474,apartment_1165010643
150.58,164.72,164㎡,5,2,계단식,486713.0,435959.0,590418.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=531&ptpId=6,96,49,apartmenttype_475,apartment_1165010643
59.8,81.33,81㎡,3,1,계단식,145905.0,156925.0,144199.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3009&ptpId=1,116,24,apartmenttype_476,apartment_1165010646
59.92,86.94,86㎡,3,1,복도식,146198.0,157239.0,144488.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3009&ptpId=2,185,26,apartmenttype_477,apartment_1165010646
84.91,109.07,109㎡,3,2,계단식,207170.0,222817.0,204748.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3009&ptpId=3,690,33,apartmenttype_478,apartment_1165010646
59.92,85.91,85B㎡,3,2,계단식,242269.0,248831.0,265115.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=114533&ptpId=1,18,26,apartmenttype_479,apartment_1165010647
59.95,86.21,86A㎡,3,2,계단식,242390.0,248956.0,265248.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=114533&ptpId=2,10,26,apartmenttype_480,apartment_1165010647
84.92,114.72,114C㎡,3,2,계단식,343349.0,352649.0,375727.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=114533&ptpId=3,118,34,apartmenttype_481,apartment_1165010647
108.37,141.37,141㎡,4,2,계단식,438162.0,450030.0,479481.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=114533&ptpId=6,44,42,apartmenttype_482,apartment_1165010647
133.37,172.8,172㎡,4,2,계단식,539242.0,553848.0,590093.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=114533&ptpId=7,214,52,apartmenttype_483,apartment_1165010647
59.97,82.79,82C㎡,3,2,계단식,176326.0,217484.0,157100.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=2,18,25,apartmenttype_484,apartment_1165010648
59.98,82.17,82A㎡,3,2,계단식,176356.0,217520.0,157126.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=1,50,24,apartmenttype_485,apartment_1165010648
84.94,115.83,115C㎡,3,2,계단식,249744.0,308039.0,222513.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=4,31,35,apartmenttype_486,apartment_1165010648
84.95,116.45,116B㎡,3,2,계단식,249773.0,308075.0,222539.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=5,123,35,apartmenttype_487,apartment_1165010648
84.98,115.73,115A㎡,3,2,계단식,249820.0,308184.0,222509.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=10,186,35,apartmenttype_488,apartment_1165010648
98.87,135.01,135B㎡,4,2,계단식,290702.0,358556.0,259005.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=7,68,40,apartmenttype_489,apartment_1165010648
98.96,133.77,133C㎡,4,2,계단식,290966.0,358883.0,259241.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=6,31,40,apartmenttype_490,apartment_1165010648
98.99,133.77,133A㎡,4,2,계단식,291048.0,358991.0,259301.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=11,66,40,apartmenttype_491,apartment_1165010648
114.78,155.55,155B㎡,4,2,계단식,337481.0,416255.0,300683.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=9,34,47,apartmenttype_492,apartment_1165010648
114.96,155.11,155A㎡,4,2,계단식,338010.0,416907.0,301155.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=118947&ptpId=8,91,47,apartmenttype_493,apartment_1165010648
49.98,66.67,66㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=132385&ptpId=1,26,20,apartmenttype_494,apartment_1165010649
59.99,80.65,80㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=132385&ptpId=2,75,24,apartmenttype_495,apartment_1165010649
84.92,112.51,112A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=132385&ptpId=3,130,34,apartmenttype_496,apartment_1165010649
84.94,112.96,112B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=132385&ptpId=4,34,34,apartmenttype_497,apartment_1165010649
107.97,141.48,141㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=132385&ptpId=5,34,42,apartmenttype_498,apartment_1165010649
118.97,156.72,156㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=132385&ptpId=6,31,47,apartmenttype_499,apartment_1165010649
54.98,73.52,73㎡,0,0,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=130368&ptpId=1,13,22,apartmenttype_500,apartment_1165010650
59.88,79.88,79㎡,0,0,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=130368&ptpId=2,18,24,apartmenttype_501,apartment_1165010650
84.12,111.8,111A㎡,0,0,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=130368&ptpId=3,131,33,apartmenttype_502,apartment_1165010650
84.37,111.94,111B㎡,0,0,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=130368&ptpId=4,27,33,apartmenttype_503,apartment_1165010650
100.96,132.36,132㎡,0,0,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=130368&ptpId=5,56,40,apartmenttype_504,apartment_1165010650
59.94,79.34,79㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128008&ptpId=1,13,24,apartmenttype_505,apartment_1165010651
84.11,110.72,110B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128008&ptpId=4,86,33,apartmenttype_506,apartment_1165010651
84.34,110.51,110A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128008&ptpId=3,98,33,apartmenttype_507,apartment_1165010651
84.98,110.28,110C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128008&ptpId=2,58,33,apartmenttype_508,apartment_1165010651
97.47,126.29,126㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128008&ptpId=5,192,38,apartmenttype_509,apartment_1165010651
121.6,156.21,156㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128008&ptpId=6,96,47,apartmenttype_510,apartment_1165010651
50.02,64.17,64㎡,2,1,계단식,145535.0,155864.0,144601.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=1,2,19,apartmenttype_511,apartment_1165010701
52.55,67.41,67㎡,3,1,계단식,152896.0,163747.0,151915.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=2,2,20,apartmenttype_512,apartment_1165010701
56.16,72.04,72㎡,2,1,계단식,163400.0,174997.0,162351.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=3,6,21,apartmenttype_513,apartment_1165010701
58.88,75.53,75A㎡,3,1,계단식,171314.0,183472.0,170214.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=4,12,22,apartmenttype_514,apartment_1165010701
59.81,76.72,76C㎡,3,1,계단식,174020.0,186370.0,172902.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=8,19,23,apartmenttype_515,apartment_1165010701
59.91,76.85,76B㎡,3,1,계단식,174311.0,186682.0,173191.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=5,24,23,apartmenttype_516,apartment_1165010701
80.0,102.62,102㎡,3,2,계단식,232763.0,249283.0,231269.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=6,12,31,apartmenttype_517,apartment_1165010701
84.82,108.81,108㎡,3,2,계단식,246787.0,264302.0,245202.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3501&ptpId=7,160,32,apartmenttype_518,apartment_1165010701
72.51,72.73,72㎡,3,1,계단식,208819.0,136052.0,301400.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=453&ptpId=1,1490,22,apartmenttype_519,apartment_1165010703
84.62,105.79,105㎡,4,1,계단식,243694.0,158774.0,351738.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=453&ptpId=2,1320,32,apartmenttype_520,apartment_1165010703
107.47,138.84,138㎡,5,2,계단식,309499.0,201648.0,446718.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=453&ptpId=3,720,42,apartmenttype_521,apartment_1165010703
196.8,204.96,204㎡,2,2,계단식,566758.0,369260.0,818034.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=453&ptpId=4,60,62,apartmenttype_522,apartment_1165010703
122.1,146.02,146㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=456&ptpId=1,30,44,apartmenttype_523,apartment_1165010705
149.85,179.53,179A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=456&ptpId=2,50,54,apartmenttype_524,apartment_1165010705
150.08,179.8,179B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=456&ptpId=4,20,54,apartmenttype_525,apartment_1165010705
180.71,216.52,216㎡,6,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=456&ptpId=3,20,65,apartmenttype_526,apartment_1165010705
181.47,217.41,217A㎡,6,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=456&ptpId=5,50,65,apartmenttype_527,apartment_1165010705
181.75,217.74,217B㎡,6,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=456&ptpId=6,10,65,apartmenttype_528,apartment_1165010705
49.84,77.27,77㎡,2,1,계단식,174281.0,175736.0,194138.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=1,2,23,apartmenttype_529,apartment_1165010706
59.95,93.07,93A㎡,3,2,계단식,209634.0,211385.0,233519.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=3,21,28,apartmenttype_530,apartment_1165010706
59.97,92.98,92B㎡,3,2,계단식,209704.0,211455.0,233597.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=2,5,28,apartmenttype_531,apartment_1165010706
84.88,113.19,113B㎡,3,2,계단식,296810.0,299288.0,330627.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=5,43,34,apartmenttype_532,apartment_1165010706
84.93,113.07,113A㎡,3,2,계단식,296985.0,299464.0,330822.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=4,194,34,apartmenttype_533,apartment_1165010706
99.92,132.5,132A㎡,4,2,계단식,349402.0,352319.0,389212.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=12,124,40,apartmenttype_534,apartment_1165010706
112.95,148.87,148A㎡,4,2,계단식,394965.0,398263.0,439966.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=11,100,45,apartmenttype_535,apartment_1165010706
112.96,150.41,150B㎡,4,2,계단식,395000.0,398299.0,440005.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=7,24,45,apartmenttype_536,apartment_1165010706
130.92,171.92,171A㎡,4,2,계단식,457803.0,461625.0,509964.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=8,107,52,apartmenttype_537,apartment_1165010706
130.93,172.86,172B㎡,4,2,계단식,457838.0,461661.0,510003.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=9,33,52,apartmenttype_538,apartment_1165010706
150.96,196.96,196㎡,4,3,계단식,527879.0,532287.0,588024.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=112008&ptpId=10,33,59,apartmenttype_539,apartment_1165010706
59.7,86.61,86C㎡,3,2,계단식,219910.0,220722.0,249619.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=100512&ptpId=5,28,26,apartmenttype_540,apartment_1165010707
59.96,87.75,87B㎡,3,2,계단식,220868.0,221684.0,250706.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=100512&ptpId=7,28,26,apartmenttype_541,apartment_1165010707
84.77,115.54,115A㎡,3,2,계단식,312257.0,313411.0,354441.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=100512&ptpId=1,105,35,apartmenttype_542,apartment_1165010707
84.8,115.73,115B㎡,3,2,계단식,312368.0,313522.0,354567.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=100512&ptpId=2,54,35,apartmenttype_543,apartment_1165010707
155.38,190.99,190B㎡,4,2,계단식,572355.0,574470.0,649677.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=100512&ptpId=4,54,57,apartmenttype_544,apartment_1165010707
155.95,190.91,190A㎡,4,2,계단식,574455.0,576577.0,652061.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=100512&ptpId=3,104,57,apartmenttype_545,apartment_1165010707
59.89,87.46,87T1㎡,3,2,계단식,236016.0,244121.0,258389.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=1,31,26,apartmenttype_546,apartment_1165010709
59.96,86.57,86T2㎡,3,2,계단식,236292.0,244407.0,258691.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=16,238,26,apartmenttype_547,apartment_1165010709
59.98,87.33,87P㎡,3,2,계단식,236371.0,244488.0,258778.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=17,44,26,apartmenttype_548,apartment_1165010709
84.76,113.07,113T2㎡,3,2,계단식,334024.0,345496.0,365688.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=5,52,34,apartmenttype_549,apartment_1165010709
84.85,113.73,113T1㎡,3,2,계단식,334379.0,345862.0,366077.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=4,50,34,apartmenttype_550,apartment_1165010709
84.93,113.15,113L1㎡,3,2,계단식,334694.0,346189.0,366422.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=2,532,34,apartmenttype_551,apartment_1165010709
115.65,147.17,147T1㎡,4,2,계단식,455756.0,471409.0,498960.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=6,56,44,apartmenttype_552,apartment_1165010709
117.12,148.43,148T2㎡,4,2,계단식,461549.0,477400.0,505302.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=7,74,44,apartmenttype_553,apartment_1165010709
135.92,172.74,172T1㎡,4,2,계단식,535637.0,554032.0,586413.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=8,182,52,apartmenttype_554,apartment_1165010709
136.65,173.33,173T2㎡,4,2,계단식,538514.0,557008.0,589562.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=9,28,52,apartmenttype_555,apartment_1165010709
168.65,205.03,205T2㎡,4,3,계단식,664620.0,687445.0,727623.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=11,109,62,apartmenttype_556,apartment_1165010709
169.31,205.62,205T1㎡,4,3,계단식,667221.0,690135.0,730470.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=10,122,62,apartmenttype_557,apartment_1165010709
198.04,238.21,238T1㎡,5,3,계단식,780441.0,807244.0,854423.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=12,152,72,apartmenttype_558,apartment_1165010709
198.22,238.85,238T2㎡,5,3,계단식,781150.0,807978.0,855200.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=13,72,72,apartmenttype_559,apartment_1165010709
222.15,268.46,268T2㎡,5,3,계단식,875454.0,905520.0,958443.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=15,26,81,apartmenttype_560,apartment_1165010709
222.76,268.8,268T1㎡,5,3,계단식,877858.0,908006.0,961075.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=23759&ptpId=14,156,81,apartmenttype_561,apartment_1165010709
59.97,84.23,84B㎡,3,2,계단식,195529.0,205955.0,219635.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=22853&ptpId=2,80,25,apartmenttype_562,apartment_1165010710
59.98,84.74,84A㎡,3,2,계단식,195558.0,205986.0,219668.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=22853&ptpId=1,284,25,apartmenttype_563,apartment_1165010710
84.94,116.87,116A㎡,3,2,계단식,276947.0,291715.0,311092.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=22853&ptpId=3,682,35,apartmenttype_564,apartment_1165010710
84.98,116.11,116C㎡,3,2,계단식,277074.0,291849.0,311235.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=22853&ptpId=5,209,35,apartmenttype_565,apartment_1165010710
