uuid,uuid_specialpurposearea,uuid_districtboundarydong
"1819",specialpurposearea_1819,districtboundarydong_11650108
"1820",specialpurposearea_1820,districtboundarydong_11650108
"1821",specialpurposearea_1821,districtboundarydong_11650108
"1822",specialpurposearea_1822,districtboundarydong_11650108
"1823",specialpurposearea_1823,districtboundarydong_11650108
"1824",specialpurposearea_1824,districtboundarydong_11650108
"1825",specialpurposearea_1825,districtboundarydong_11650108
"1826",specialpurposearea_1826,districtboundarydong_11650108
"1827",specialpurposearea_1827,districtboundarydong_11650108
"1828",specialpurposearea_1828,districtboundarydong_11650108
"1829",specialpurposearea_1829,districtboundarydong_11650108
"1830",specialpurposearea_1830,districtboundarydong_11650108
"1831",specialpurposearea_1831,districtboundarydong_11650108
"1832",specialpurposearea_1832,districtboundarydong_11650108
"1833",specialpurposearea_1833,districtboundarydong_11650108
"1834",specialpurposearea_1834,districtboundarydong_11650108
"1835",specialpurposearea_1835,districtboundarydong_11650108
"1836",specialpurposearea_1836,districtboundarydong_11650108
"1837",specialpurposearea_1837,districtboundarydong_11650108
"1838",specialpurposearea_1838,districtboundarydong_11650108
"1839",specialpurposearea_1839,districtboundarydong_11650108
"1840",specialpurposearea_1840,districtboundarydong_11650108
"1841",specialpurposearea_1841,districtboundarydong_11650108
"1842",specialpurposearea_1842,districtboundarydong_11650108
"1843",specialpurposearea_1843,districtboundarydong_11650108
"1844",specialpurposearea_1844,districtboundarydong_11650108
"1845",specialpurposearea_1845,districtboundarydong_11650108
"1846",specialpurposearea_1846,districtboundarydong_11650108
"1847",specialpurposearea_1847,districtboundarydong_11650108
"1848",specialpurposearea_1848,districtboundarydong_11650108
"1849",specialpurposearea_1849,districtboundarydong_11650108
"1850",specialpurposearea_1850,districtboundarydong_11650108
"1851",specialpurposearea_1851,districtboundarydong_11650108
"1852",specialpurposearea_1852,districtboundarydong_11650108
"1853",specialpurposearea_1853,districtboundarydong_11650108
"1854",specialpurposearea_1854,districtboundarydong_11650108
"1855",specialpurposearea_1855,districtboundarydong_11650108
"1856",specialpurposearea_1856,districtboundarydong_11650108
"1857",specialpurposearea_1857,districtboundarydong_11650108
"1858",specialpurposearea_1858,districtboundarydong_11650108
"1859",specialpurposearea_1859,districtboundarydong_11650108
"1860",specialpurposearea_1860,districtboundarydong_11650108
"1861",specialpurposearea_1861,districtboundarydong_11650102
"1862",specialpurposearea_1862,districtboundarydong_11650108
"1863",specialpurposearea_1863,districtboundarydong_11650108
"1864",specialpurposearea_1864,districtboundarydong_11650108
"1865",specialpurposearea_1865,districtboundarydong_11650108
"1866",specialpurposearea_1866,districtboundarydong_11650108
"1867",specialpurposearea_1867,districtboundarydong_11650108
"1868",specialpurposearea_1868,districtboundarydong_11650108
"1869",specialpurposearea_1869,districtboundarydong_11650108
"1870",specialpurposearea_1870,districtboundarydong_11650108
"1871",specialpurposearea_1871,districtboundarydong_11650108
"1872",specialpurposearea_1872,districtboundarydong_11650108
"1873",specialpurposearea_1873,districtboundarydong_11650108
"1874",specialpurposearea_1874,districtboundarydong_11650108
"1875",specialpurposearea_1875,districtboundarydong_11650108
"1876",specialpurposearea_1876,districtboundarydong_11650108
"1877",specialpurposearea_1877,districtboundarydong_11650108
"1878",specialpurposearea_1878,districtboundarydong_11650108
"1879",specialpurposearea_1879,districtboundarydong_11650108
"1880",specialpurposearea_1880,districtboundarydong_11650108
"1881",specialpurposearea_1881,districtboundarydong_11650108
"1882",specialpurposearea_1882,districtboundarydong_11650108
"1883",specialpurposearea_1883,districtboundarydong_11650108
"1884",specialpurposearea_1884,districtboundarydong_11650108
"1885",specialpurposearea_1885,districtboundarydong_11650108
"1886",specialpurposearea_1886,districtboundarydong_11650108
"1887",specialpurposearea_1887,districtboundarydong_11650108
"1888",specialpurposearea_1888,districtboundarydong_11650108
"1889",specialpurposearea_1889,districtboundarydong_11650108
"1890",specialpurposearea_1890,districtboundarydong_11650108
"1891",specialpurposearea_1891,districtboundarydong_11650108
"1892",specialpurposearea_1892,districtboundarydong_11650108
"1893",specialpurposearea_1893,districtboundarydong_11650108
"1894",specialpurposearea_1894,districtboundarydong_11650108
"1895",specialpurposearea_1895,districtboundarydong_11650108
"1896",specialpurposearea_1896,districtboundarydong_11650108
"1897",specialpurposearea_1897,districtboundarydong_11650108
"1898",specialpurposearea_1898,districtboundarydong_11650108
"1899",specialpurposearea_1899,districtboundarydong_11650108
"1900",specialpurposearea_1900,districtboundarydong_11650108
"1901",specialpurposearea_1901,districtboundarydong_11650108
"1902",specialpurposearea_1902,districtboundarydong_11650108
"1903",specialpurposearea_1903,districtboundarydong_11650108
"1904",specialpurposearea_1904,districtboundarydong_11650108
"1905",specialpurposearea_1905,districtboundarydong_11650108
"1906",specialpurposearea_1906,districtboundarydong_11650108
"1907",specialpurposearea_1907,districtboundarydong_11650108
"1908",specialpurposearea_1908,districtboundarydong_11650108
"1909",specialpurposearea_1909,districtboundarydong_11650108
"1910",specialpurposearea_1910,districtboundarydong_11650108
"1911",specialpurposearea_1911,districtboundarydong_11650108
"1912",specialpurposearea_1912,districtboundarydong_11650108
"1913",specialpurposearea_1913,districtboundarydong_11650108
"1914",specialpurposearea_1914,districtboundarydong_11650108
"1915",specialpurposearea_1915,districtboundarydong_11650108
"1916",specialpurposearea_1916,districtboundarydong_11650108
"1917",specialpurposearea_1917,districtboundarydong_11650108
"1918",specialpurposearea_1918,districtboundarydong_11650108
"1919",specialpurposearea_1919,districtboundarydong_11650108
"1920",specialpurposearea_1920,districtboundarydong_11650108
"1921",specialpurposearea_1921,districtboundarydong_11650108
"1922",specialpurposearea_1922,districtboundarydong_11650108
"1923",specialpurposearea_1923,districtboundarydong_11650108
"1924",specialpurposearea_1924,districtboundarydong_11650108
"1925",specialpurposearea_1925,districtboundarydong_11650108
"1926",specialpurposearea_1926,districtboundarydong_11650108
"1927",specialpurposearea_1927,districtboundarydong_11650108
"1928",specialpurposearea_1928,districtboundarydong_11650102
"1929",specialpurposearea_1929,districtboundarydong_11650108
"1930",specialpurposearea_1930,districtboundarydong_11650108
"1931",specialpurposearea_1931,districtboundarydong_11650108
"1932",specialpurposearea_1932,districtboundarydong_11650108
"1933",specialpurposearea_1933,districtboundarydong_11650108
"1934",specialpurposearea_1934,districtboundarydong_11650102
"1935",specialpurposearea_1935,districtboundarydong_11650101
"1936",specialpurposearea_1936,districtboundarydong_11650108
"1937",specialpurposearea_1937,districtboundarydong_11650108
"1938",specialpurposearea_1938,districtboundarydong_11650102
"1939",specialpurposearea_1939,districtboundarydong_11650108
"1940",specialpurposearea_1940,districtboundarydong_11650108
"1941",specialpurposearea_1941,districtboundarydong_11650108
"1942",specialpurposearea_1942,districtboundarydong_11650108
"1943",specialpurposearea_1943,districtboundarydong_11650102
"1944",specialpurposearea_1944,districtboundarydong_11650108
"1945",specialpurposearea_1945,districtboundarydong_11650108
"1946",specialpurposearea_1946,districtboundarydong_11650108
"1947",specialpurposearea_1947,districtboundarydong_11650108
"1948",specialpurposearea_1948,districtboundarydong_11650108
"1949",specialpurposearea_1949,districtboundarydong_11650108
"1950",specialpurposearea_1950,districtboundarydong_11650108
"1951",specialpurposearea_1951,districtboundarydong_11650102
"1952",specialpurposearea_1952,districtboundarydong_11650108
"1953",specialpurposearea_1953,districtboundarydong_11650102
"1954",specialpurposearea_1954,districtboundarydong_11650108
"1955",specialpurposearea_1955,districtboundarydong_11650108
"1956",specialpurposearea_1956,districtboundarydong_11650108
"1957",specialpurposearea_1957,districtboundarydong_11650108
"1958",specialpurposearea_1958,districtboundarydong_11650108
"1959",specialpurposearea_1959,districtboundarydong_11650108
"1960",specialpurposearea_1960,districtboundarydong_11650108
"1961",specialpurposearea_1961,districtboundarydong_11650108
"1962",specialpurposearea_1962,districtboundarydong_11650108
"1963",specialpurposearea_1963,districtboundarydong_11650108
"1964",specialpurposearea_1964,districtboundarydong_11650108
"1965",specialpurposearea_1965,districtboundarydong_11650108
"1966",specialpurposearea_1966,districtboundarydong_11650108
"1967",specialpurposearea_1967,districtboundarydong_11650102
"1968",specialpurposearea_1968,districtboundarydong_11650108
"1969",specialpurposearea_1969,districtboundarydong_11650108
"1970",specialpurposearea_1970,districtboundarydong_11650108
"1971",specialpurposearea_1971,districtboundarydong_11650102
"1972",specialpurposearea_1972,districtboundarydong_11650108
"1973",specialpurposearea_1973,districtboundarydong_11650108
"1974",specialpurposearea_1974,districtboundarydong_11650108
"1975",specialpurposearea_1975,districtboundarydong_11650108
"1976",specialpurposearea_1976,districtboundarydong_11650101
"1977",specialpurposearea_1977,districtboundarydong_11650108
"1978",specialpurposearea_1978,districtboundarydong_11650108
"1979",specialpurposearea_1979,districtboundarydong_11650108
"1980",specialpurposearea_1980,districtboundarydong_11650108
"1981",specialpurposearea_1981,districtboundarydong_11650108
"1982",specialpurposearea_1982,districtboundarydong_11650102
"1983",specialpurposearea_1983,districtboundarydong_11650101
"1984",specialpurposearea_1984,districtboundarydong_11650108
"1985",specialpurposearea_1985,districtboundarydong_11650102
"1986",specialpurposearea_1986,districtboundarydong_11650108
"1987",specialpurposearea_1987,districtboundarydong_11650108
"1988",specialpurposearea_1988,districtboundarydong_11650108
"1989",specialpurposearea_1989,districtboundarydong_11650101
"1990",specialpurposearea_1990,districtboundarydong_11650108
"1991",specialpurposearea_1991,districtboundarydong_11650108
"1992",specialpurposearea_1992,districtboundarydong_11650108
"1993",specialpurposearea_1993,districtboundarydong_11650108
"1994",specialpurposearea_1994,districtboundarydong_11650102
"1995",specialpurposearea_1995,districtboundarydong_11650102
"1996",specialpurposearea_1996,districtboundarydong_11650108
"1997",specialpurposearea_1997,districtboundarydong_11650108
"1998",specialpurposearea_1998,districtboundarydong_11650108
"1999",specialpurposearea_1999,districtboundarydong_11650108
"2000",specialpurposearea_2000,districtboundarydong_11650108
"2001",specialpurposearea_2001,districtboundarydong_11650108
"2002",specialpurposearea_2002,districtboundarydong_11650108
"2003",specialpurposearea_2003,districtboundarydong_11650108
"2004",specialpurposearea_2004,districtboundarydong_11650102
"2005",specialpurposearea_2005,districtboundarydong_11650108
"2006",specialpurposearea_2006,districtboundarydong_11650102
"2007",specialpurposearea_2007,districtboundarydong_11650108
"2008",specialpurposearea_2008,districtboundarydong_11650108
"2009",specialpurposearea_2009,districtboundarydong_11650108
"2010",specialpurposearea_2010,districtboundarydong_11650108
"2011",specialpurposearea_2011,districtboundarydong_11650102
"2012",specialpurposearea_2012,districtboundarydong_11650108
"2013",specialpurposearea_2013,districtboundarydong_11650108
"2014",specialpurposearea_2014,districtboundarydong_11650108
"2015",specialpurposearea_2015,districtboundarydong_11650108
"2016",specialpurposearea_2016,districtboundarydong_11650108
"2017",specialpurposearea_2017,districtboundarydong_11650108
"2018",specialpurposearea_2018,districtboundarydong_11650102
"2019",specialpurposearea_2019,districtboundarydong_11650108
"2020",specialpurposearea_2020,districtboundarydong_11650108
"2021",specialpurposearea_2021,districtboundarydong_11650108
"2022",specialpurposearea_2022,districtboundarydong_11650108
"2023",specialpurposearea_2023,districtboundarydong_11650108
"2024",specialpurposearea_2024,districtboundarydong_11650108
"2025",specialpurposearea_2025,districtboundarydong_11650102
"2026",specialpurposearea_2026,districtboundarydong_11650108
"2027",specialpurposearea_2027,districtboundarydong_11650108
